AGENT;ID;AGE;SEXE;AGE4T;PROF;RS4;HABITAT;Revenu;CP;TLUDA9;TLUDA5;TLCC9;TLCC5;RS3;CSP;C1;C2;C4;C3;O_C3;NRJ;QP1;QP2;QP3_A1;QP3_A2;QP3_A3;QP4;QP5_A1;QP5_A2;QP5_A3;QP5_A4;QP5_A5;QP5_A6;QP6_A1;QP6_A2;QP6_A3;QP6_A4;QP6_A5;QP6_A6;QP6_A7;QP7_M1;O_QP7_M1;QP7_M2;O_QP7_M2;QP7_M3;O_QP7_M3;QF1;QF2;QF3;QF4;QF5;QF6;QR1_A1;QR1_A2;QR1_A3;QR1_A4;QR1_A5;QR1_A6;QR1_A7;QR1_A8;QR1_A9;QR1_A10;QR1_A11;QR2;Q_F1;Q_F2;Q_F3;Q_F4;Q_F5;Q_F6;Q_F7;Q_F8;Q_F9_M1;O_Q_F9_M1;Q_F9_M2;O_Q_F9_M2;Q_F9_M3;O_Q_F9_M3;Q_F10;QE1;QE2;QE3;QE4;QE5;QE6_M1;O_QE6_M1;QE6_M2;O_QE6_M2;QE6_M3;O_QE6_M3;QE6_M4;O_QE6_M4;QE6_M5;O_QE6_M5;QE6_M6;O_QE6_M6;QE6_M7;O_QE6_M7;QE6_M8;O_QE6_M8;QE6_M9;O_QE6_M9;QE6_M10;O_QE6_M10;QE6_M11;O_QE6_M11;QE7;QE8;QA1;QA2;QA3;QA4;QA5;HABITAT.1;QC5;QC6;QC7;QC8;QC9;QC10;QC11;QC12;QC13_M1;QC13_M2;QC13_M3;QC13_M4;QC13_M5;QC13_M6;QC13_M7;QC13_M8;QC13_M9;QC13_M10;QC13_M11;QC13_M12;QC13_M13;QC14;QC15;QC16;S9;S10;QC17;S4;QC18_M1;QC18_M2;QC18_M3;QC18_M4;QC18_M5;POIDS;PROF.1;RS4.1;Typeabonnement;Typecompteur;Puissancesouscrite;Typecommune;Radiateurselectriques;Balloneauchaudeelectrique;Bornerecharge;Autresourceenergie;Q11;Q12;Q13;Q14;Q2;Q3;Q4;Q51;Q52;Q6;Q71;Q72;Q8;Q91;Q92;Q10;Q111;Q112;Q131;Q132;Q141;Q151;Q152;Q16;Q17;Q181;Q182;Q19;Q20;Q21;Q22;Q24;Q25;RS11;prob5inf;prob5sup;Q11B;Q12B;Q13B;Q14B;Q2B;Q3B;Q4B;Q51B;Q52B;Q6B;score16;score15;probinf;probsup
AG1451;36246;67;Homme;>= 60 ans;Retraite;Non;Maison;6;34370;9;5;2;2;3;3;;;2;1;;1;2;2;2;1;2;2;99;3;1;1;99;99;;2.0;2.0;1.0;;;2;3;;2.0;;5.0;;5;1;1;2;3;6;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;2;1;1;3;2;2.0;4.0;1;70.0;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;3;3;4;1;5;5;3;6;2;1;1;1;1;5.0;9.0;10.0;7.0;13.0;8.0;2.0;3.0;6.0;;;;2;;1;3;1.0;2;5;3;2.0;5.0;1.0;;0,988911;8;0;Tarif de base;Monophase;6;Rurale;Non;Oui;Non;Oui;Ne se prononce pas;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Ne se prononce pas;S'est amelioree;Oui;0.51;0.67;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;8.0;8.0;0.2;0.96
AG1468;36869;69;Homme;>= 60 ans;Retraite;Non;Maison;6;7130;8;5;7;4;2;3;;;2;1;;1;2;2;2;3;3;2;3;99;3;2;99;2;4.0;;2.0;3.0;;2.0;2;2;;3.0;;5.0;;5;1;2;2;3;4;2.0;2.0;3.0;2.0;2.0;1.0;1.0;3.0;4.0;3.0;1.0;2;1;3;2;2;3.0;1.0;3;;4.0;;7.0;;10.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5.0;1;3;4;1;6;5;5;4;2;2;2;1;8;3.0;6.0;2.0;1.0;5.0;7.0;;;;;;;2;;2;2;1.0;2;10;5;1.0;;;;0,988619;8;0;Tarif de base;Monophase;9;Urbaine;Non;Non;Non;Oui;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Oui;Lave-linge,Lave-vaisselle;;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, plutot;Est inchangee;Non;0.51;0.67;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.2;0.96
AG1480;37055;70;Homme;>= 60 ans;Retraite;Non;Maison;5;44750;3;2;1;1;2;3;;;1;1;;1;2;2;3;3;3;2;3;99;1;2;99;99;3.0;;3.0;3.0;;;2;2;;4.0;;3.0;;5;99;1;99;99;5;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2;3;2;2;3;;;3;;1.0;;8.0;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;3;3;1;4;4;4;6;99;1;1;1;2;3.0;5.0;8.0;13.0;1.0;10.0;6.0;7.0;;;;;2;;2;2;1.0;3;9;97;;;;;1,163892;8;0;HP/HC;Monophase;6;Urbaine;Non;Non;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non;;;;Vous estimez que ce dispositif est une atteinte a la liberte personnelle,LÂindemnisation financiere etait insuffisante;;Tres facile;;;;;;;;;;;;;;;;Non, pas du tout;Est inchangee;Oui;0.52;0.97;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;0.2;0.96
AG1500;37604;72;Homme;>= 60 ans;Retraite;Non;Maison;7;80420;6;3;2;2;1;3;;;2;1;;1;2;2;2;4;3;3;99;99;1;2;99;99;;;3.0;3.0;;;3;2;;3.0;;5.0;;5;2;1;2;5;5;2.0;2.0;4.0;3.0;2.0;2.0;2.0;2.0;4.0;3.0;3.0;2;3;2;2;4;;;4;;98.0;Contrat ejp;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5.0;1;3;4;1;7;6;4;6;99;1;1;3;3;13.0;2.0;10.0;5.0;1.0;6.0;8.0;7.0;;;;;1;1.0;1;2;1.0;4;7;1;2.0;;;;0,977134;8;0;HP/HC;Monophase;9;Urbaine;Oui;Non;Non;Non;Non, pas du tout;Non, pas vraiment;Non, pas vraiment;Non, pas du tout;Oui, plutot;Oui, tout a fait;Non, pas du tout;Oui, plutot;Oui, tout a fait;Non;;;;;;;Oui, un peu;Oui;Autres,Plaques de cuisson;DES CONVECTEURS/CT;Oui;Plaques de cuisson,Autres;DES CONVECTEURS/CT;Oui, jÂetais present seul;Non;;;;;Oui, tout a fait;Un peu gene;Oui, plutot;Est inchangee;Non;0.5;0.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;4.0;4.0;0.2;0.96
AG1515;38448;68;Homme;>= 60 ans;Retraite;Non;Maison;7;10600;6;3;1;1;1;3;;;1;1;;1;2;2;3;3;3;1;3;2;1;1;99;99;3.0;3.0;3.0;3.0;;;2;5;;4.0;;2.0;;5;1;1;2;3;6;2.0;2.0;3.0;3.0;2.0;1.0;1.0;2.0;3.0;1.0;1.0;2;3;4;1;3;;;4;;7.0;;1.0;;8.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;1;4;5;4;6;99;6;1;3;3;6.0;13.0;8.0;1.0;5.0;10.0;2.0;;;;;;2;;1;2;1.0;4;7;97;;;;;1,12506;8;0;HP/HC;Monophase;9;Urbaine;Non;Oui;Oui;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Non;;;;La limitation de puissance etait trop contraignante,Vous estimez que ce dispositif est une atteinte a la liberte personnelle,Vous nÂetiez pas assure dÂetre present au moment du test afin de remettre lÂinstallation en marche en cas de coupure,Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Non, pas du tout;Est inchangee;Non;0.51;0.67;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;4.0;4.0;0.2;0.96
AG1516;38448;68;Homme;>= 60 ans;Retraite;Non;Maison;7;10600;6;3;1;1;1;3;;;1;1;;1;2;2;3;3;3;1;3;2;1;1;99;99;3.0;3.0;3.0;3.0;;;2;5;;4.0;;2.0;;5;1;1;2;3;6;2.0;2.0;3.0;3.0;2.0;1.0;1.0;2.0;3.0;1.0;1.0;2;3;4;1;3;;;4;;7.0;;1.0;;8.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;1;4;5;4;6;99;6;1;3;3;6.0;13.0;8.0;1.0;5.0;10.0;2.0;;;;;;2;;1;2;1.0;4;7;97;;;;;1,12506;8;0;Tarif de base;Triphase;18 et plus;Urbaine;Non;Oui;Non;Non;Oui, plutot;Non, pas vraiment;Non, pas vraiment;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas vraiment;Oui;Lave-linge,Lave-vaisselle;;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Non, pas vraiment;Pas du tout gene;Ne se prononce pas;Est inchangee;Oui;0.66;0.81;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;7.0;7.0;0.2;0.96
AG1527;38728;69;Homme;>= 60 ans;Retraite;Non;Maison;6;35250;3;2;4;2;2;3;;;1;1;;1;2;2;2;4;4;3;99;99;2;3;99;99;;;2.0;4.0;;;2;3;;5.0;;2.0;;5;1;2;2;2;1;1.0;1.0;4.0;1.0;2.0;1.0;1.0;1.0;4.0;1.0;1.0;1;2;3;1;4;;;4;;4.0;;2.0;;7.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;4;4;1;5;5;5;5;99;4;1;1;9;7.0;10.0;1.0;3.0;13.0;8.0;6.0;2.0;;;;;2;;1;2;1.0;3;11;3;5.0;1.0;;;1,010861;8;0;Tarif de base;Monophase;6;Rurale;Non;Non;Non;Oui;Oui, tout a fait;Non, pas vraiment;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Ne se prononce pas;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.51;0.67;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;7.0;7.0;0.2;0.96
AG1539;39141;70;Homme;>= 60 ans;Retraite;Non;Maison;6;13200;9;5;6;3;3;3;;;1;1;;1;1;2;2;4;2;2;3;99;1;2;99;99;3.0;;2.0;2.0;;;2;2;;5.0;;4.0;;5;1;1;2;2;7;1.0;2.0;3.0;2.0;3.0;1.0;2.0;2.0;4.0;3.0;2.0;1;3;3;1;2;3.0;2.0;4;;7.0;;1.0;;4.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;2;1;4;1;6;6;4;4;99;1;1;1;8;2.0;5.0;3.0;1.0;9.0;11.0;7.0;13.0;6.0;10.0;;;2;;1;2;1.0;4;5;1;2.0;;;;0,95033;8;0;Tarif de base;Monophase;6;Urbaine;Non;Non;Non;Non;Non, pas du tout;Non, pas du tout;Ne se prononce pas;Non, pas du tout;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Non;;;;Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0;3.0;0.2;0.96
AG1551;39405;67;Homme;>= 60 ans;Retraite;Non;Maison;9;13330;9;5;6;3;3;3;;;1;1;;1;1;2;2;2;3;2;99;99;1;3;3;2;;;3.0;2.0;3.0;2.0;2;4;;2.0;;5.0;;5;1;1;2;3;4;4.0;2.0;4.0;2.0;3.0;2.0;2.0;2.0;4.0;4.0;2.0;1;3;3;1;3;;;4;;4.0;;1.0;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;1;3;4;1;7;6;4;6;2;4;1;2;11;13.0;9.0;10.0;1.0;8.0;5.0;6.0;2.0;3.0;;;;1;1.0;1;2;1.0;4;7;97;;;;;0,95033;8;0;HP/HC;Monophase;6;Urbaine;Non;Oui;Non;Non;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas vraiment;Non, pas vraiment;Non, pas du tout;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Non, pas du tout;Tres gene;Non, pas du tout;S'est degradee;Non;0.66;0.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.96
AG1553;39465;76;Homme;>= 60 ans;Retraite;Non;Maison;6;66480;9;5;4;2;3;3;;;1;1;;1;2;2;3;4;4;3;3;99;1;3;99;1;4.0;;4.0;4.0;;4.0;2;2;;3.0;;5.0;;5;1;1;1;5;4;1.0;1.0;2.0;3.0;2.0;1.0;1.0;3.0;3.0;3.0;1.0;2;3;3;1;4;;;4;;7.0;;4.0;;8.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;2;2;3;1;3;3;6;3;99;1;1;3;2;13.0;10.0;8.0;5.0;12.0;9.0;1.0;3.0;6.0;;;;2;;2;1;;4;3;97;;;;;0,988911;8;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Non;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Non, pas vraiment;Pas du tout gene;Oui, plutot;Ne se prononce pas;Non;0.67;0.99;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;4.0;4.0;0.2;0.96
AG1557;39564;66;Homme;>= 60 ans;Retraite;Non;Maison;6;17130;3;2;2;2;2;3;;;1;1;;1;2;2;2;4;3;4;99;3;3;3;99;3;;3.0;3.0;2.0;;4.0;4;3;;4.0;;2.0;;5;1;2;2;5;1;1.0;1.0;4.0;4.0;3.0;1.0;1.0;1.0;4.0;2.0;3.0;1;3;4;1;1;4.0;99.0;4;;4.0;;98.0;"je suis agent edf Â¬Ã¡ la retraite, je b?Ã n?Ã ficie donc du tarif \agent\\\\\""""";;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;1;7;6;5;5;99;1;1;3;3;7.0;2.0;8.0;5.0;1.0;6.0;13.0;10.0;;;;;2;;1;2;1.0;3;7;97;;;;;1,010861;8;0;Tarif de base;Monophase;6;Rurale;Oui;Oui;Non;Non;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Oui, plutot;Non, pas du tout;Oui, plutot;Oui, plutot;Oui, plutot;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present seul;Non;;;;;Ne se prononce pas;Pas du tout gene;Oui, plutot;Est inchangee;Oui;0.51;0.67;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;8.0;8.0;0.2;0.96
AG1558;39564;66;Homme;>= 60 ans;Retraite;Non;Maison;6;17130;3;2;2;2;2;3;;;1;1;;1;2;2;2;4;3;4;99;3;3;3;99;3;;3.0;3.0;2.0;;4.0;4;3;;4.0;;2.0;;5;1;2;2;5;1;1.0;1.0;4.0;4.0;3.0;1.0;1.0;1.0;4.0;2.0;3.0;1;3;4;1;1;4.0;99.0;4;;4.0;;98.0;"je suis agent edf Â¬Ã¡ la retraite, je b?Ã n?Ã ficie donc du tarif \agent\\\\\""""";;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;1;7;6;5;5;99;1;1;3;3;7.0;2.0;8.0;5.0;1.0;6.0;13.0;10.0;;;;;2;;1;2;1.0;3;7;97;;;;;1,010861;8;0;HP/HC;Monophase;9;Urbaine;Oui;Oui;Non;Non;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non;;;;;;;Non, pas du tout;Non;;;Oui;Television;;Non, il nÂy avait personne a mon domicile;Non;;;;;Non, pas du tout;Pas du tout gene;Non, pas du tout;S'est degradee;Non;0.52;0.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.96
AG1559;39564;66;Homme;>= 60 ans;Retraite;Non;Maison;6;17130;3;2;2;2;2;3;;;1;1;;1;2;2;2;4;3;4;99;3;3;3;99;3;;3.0;3.0;2.0;;4.0;4;3;;4.0;;2.0;;5;1;2;2;5;1;1.0;1.0;4.0;4.0;3.0;1.0;1.0;1.0;4.0;2.0;3.0;1;3;4;1;1;4.0;99.0;4;;4.0;;98.0;"je suis agent edf Â¬Ã¡ la retraite, je b?Ã n?Ã ficie donc du tarif \agent\\\\\""""";;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;1;7;6;5;5;99;1;1;3;3;7.0;2.0;8.0;5.0;1.0;6.0;13.0;10.0;;;;;2;;1;2;1.0;3;7;97;;;;;1,010861;8;0;Tarif de base;Monophase;6;Rurale;Non;Oui;Non;Non;Oui, tout a fait;Non, pas du tout;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Ne se prononce pas;Pas du tout gene;Oui, plutot;Ne se prononce pas;Non;0.51;0.67;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;8.0;8.0;0.2;0.96
AG1582;40238;70;Homme;>= 60 ans;Retraite;Non;Maison;4;60150;6;3;1;1;1;3;;;2;1;;1;2;1;3;2;1;3;99;99;1;2;99;99;;;3.0;3.0;;;2;1;;3.0;;4.0;;4;99;1;2;2;3;3.0;3.0;2.0;3.0;3.0;2.0;2.0;4.0;3.0;2.0;2.0;3;4;3;3;3;;;3;;4.0;;9.0;;1.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;2;2;3;1;5;6;4;6;99;1;1;2;3;1.0;13.0;6.0;;;;;;;;;;2;;1;2;1.0;4;4;1;2.0;;;;1,12506;8;0;HP/HC;Monophase;6;Urbaine;Non;Oui;Non;Non;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas vraiment;Non, pas vraiment;Non, pas du tout;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Non, pas du tout;Tres gene;Non, pas du tout;S'est degradee;Non;0.66;0.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.96
AG1658;42000;69;Homme;>= 60 ans;Retraite;Non;Maison;8;40700;7;4;1;1;2;3;;;2;1;;1;2;2;4;3;3;2;99;3;1;1;99;99;;1.0;4.0;4.0;;;2;2;;5.0;;4.0;;5;1;1;2;3;9;1.0;1.0;4.0;1.0;4.0;2.0;1.0;4.0;4.0;1.0;1.0;2;3;2;2;3;;;3;;1.0;;2.0;;8.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;1;7;6;6;4;99;4;1;3;2;1.0;5.0;13.0;10.0;9.0;6.0;8.0;7.0;3.0;11.0;;;2;;1;2;1.0;4;4;97;;;;;1,163892;8;0;HP/HC;Monophase;12;Urbaine;Oui;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Oui, tout a fait;Non;;;;La limitation de puissance etait trop contraignante;;Tres facile;;;;;;;;;;;;;;;;Non, pas du tout;Est inchangee;Non;0.5;0.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;3.0;0.2;0.96
AG1659;42000;69;Homme;>= 60 ans;Retraite;Non;Maison;8;40700;7;4;1;1;2;3;;;2;1;;1;2;2;4;3;3;2;99;3;1;1;99;99;;1.0;4.0;4.0;;;2;2;;5.0;;4.0;;5;1;1;2;3;9;1.0;1.0;4.0;1.0;4.0;2.0;1.0;4.0;4.0;1.0;1.0;2;3;2;2;3;;;3;;1.0;;2.0;;8.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;1;7;6;6;4;99;4;1;3;2;1.0;5.0;13.0;10.0;9.0;6.0;8.0;7.0;3.0;11.0;;;2;;1;2;1.0;4;4;97;;;;;1,163892;8;0;HP/HC;Monophase;9;Urbaine;Oui;Oui;Non;Non;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non;;;;;;;Non, pas du tout;Non;;;Oui;Television;;Non, il nÂy avait personne a mon domicile;Non;;;;;Non, pas du tout;Pas du tout gene;Non, pas du tout;S'est degradee;Non;0.52;0.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.96
AG1663;42237;72;Homme;>= 60 ans;Retraite;Non;Maison;7;33260;7;4;6;3;2;3;;;1;1;;1;1;2;3;1;1;2;99;99;1;1;99;1;;;2.0;4.0;;4.0;2;2;;3.0;;1.0;;5;1;1;2;4;6;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1;3;3;1;4;;;4;;9.0;;4.0;;7.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;3;2;4;1;7;6;3;4;99;1;1;3;13;8.0;6.0;11.0;3.0;2.0;9.0;10.0;1.0;;;;;2;;1;2;1.0;4;9;97;;;;;0,971423;8;0;EJP;Triphase;18 et plus;Urbaine;Oui;Oui;Non;Non;Oui, plutot;Non, pas vraiment;Non, pas du tout;Ne se prononce pas;Oui, plutot;Non, pas vraiment;Oui, plutot;Oui, plutot;Non, pas vraiment;Non;;;;Autres;A MON AGE CA ME COMPLIQUE TROP MA JOURNEE DONC C'EST POUR CELA QUE J'AI REFUSE/CT;Tres facile;;;;;;;;;;;;;;;;Non, pas du tout;Est inchangee;Non;0.51;0.67;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;4.0;4.0;0.2;0.96
AG1666;42300;72;Homme;>= 60 ans;Retraite;Non;Maison;7;85000;3;2;6;3;2;3;;;1;1;;1;2;2;2;3;2;2;3;3;2;3;99;3;3.0;3.0;2.0;3.0;;2.0;2;2;;3.0;;5.0;;5;1;2;99;99;3;1.0;1.0;4.0;4.0;4.0;3.0;1.0;2.0;4.0;4.0;1.0;1;4;1;3;2;3.0;2.0;3;;1.0;;8.0;;9.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;7.0;2;2;3;1;6;6;4;6;2;2;2;3;2;13.0;6.0;3.0;5.0;4.0;1.0;8.0;;;;;;2;;1;2;1.0;4;5;97;;;;;0,971423;8;0;EJP;Monophase;12;Rurale;Oui;Oui;Non;Oui;Ne se prononce pas;Non, pas du tout;Non, pas du tout;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Oui, tout a fait;Oui, plutot;Non;;;;;;;Non, pas du tout;Oui;Radiateur electrique;;Oui;Radiateur electrique;;Oui, jÂetais present seul;Ne se prononce pas;;;;;Oui, tout a fait;Pas du tout gene;Oui, plutot;Est inchangee;Oui;0.66;0.81;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;5.0;5.0;0.2;0.96
AG1669;42355;71;Homme;>= 60 ans;Retraite;Non;Maison;5;13122;9;5;3;2;3;3;;;1;1;;1;2;2;2;3;4;2;3;99;1;1;1;99;3.0;;3.0;3.0;3.0;;2;2;;5.0;;4.0;;1;1;1;99;99;3;2.0;1.0;4.0;3.0;3.0;2.0;1.0;4.0;3.0;2.0;1.0;2;3;3;2;4;;;3;;7.0;;10.0;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;1;4;4;1;5;4;7;1;99;1;1;1;10;2.0;13.0;5.0;8.0;6.0;4.0;1.0;7.0;3.0;;;;2;;2;2;1.0;4;4;1;2.0;;;;0,988911;8;0;HP/HC;Triphase;15;Rurale;Oui;Oui;Oui;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;LÂindemnisation financiere etait insuffisante;;Tres facile;;;;;;;;;;;;;;;;Oui, tout a fait;Est inchangee;Oui;0.5;0.5;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;5.0;0.2;0.96
AG1707;43368;72;Homme;>= 60 ans;Retraite;Non;Maison;9;47300;7;4;5;3;2;3;;;2;1;;1;2;2;4;4;4;2;3;99;1;2;1;99;3.0;;4.0;4.0;4.0;;2;5;;2.0;;4.0;;5;99;1;2;4;8;2.0;2.0;4.0;1.0;4.0;2.0;1.0;4.0;4.0;2.0;1.0;1;2;4;1;2;4.0;99.0;4;;8.0;;1.0;;7.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2.0;1;4;4;1;6;6;5;4;99;4;1;1;3;2.0;7.0;13.0;8.0;10.0;5.0;4.0;1.0;6.0;;;;2;;2;2;1.0;3;5;97;;;;;0,971423;8;0;Tarif de base;Monophase;9;Urbaine;Non;Oui;Non;Non;Oui, plutot;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;La limitation de puissance etait trop contraignante;;Tres facile;;;;;;;;;;;;;;;;Non, pas vraiment;Est inchangee;Non;0.51;0.67;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.2;0.96
